"Rk","Name","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","TB","GDP","HBP","SH","SF","IBB","Notes","Team","Year"
13,"Stanton Leuthner",18,64,52,6,8,0,0,0,4,5,2,10,25,0.154,0.297,0.154,0.451,8,NA,1,0,1,0,NA,"053aeddd",2022
14,"Tristan McAlister",34,134,121,12,27,0,0,0,7,14,4,9,33,0.223,0.275,0.223,0.498,27,NA,0,3,1,0,NA,"053aeddd",2022
15,"Troy McGirt",19,50,45,3,8,1,0,0,3,0,1,2,20,0.178,0.26,0.2,0.46,9,NA,3,0,0,0,NA,"053aeddd",2022
16,"Ben Metzner",20,54,42,10,7,0,0,0,1,2,0,10,17,0.167,0.352,0.167,0.519,7,NA,2,0,0,0,NA,"053aeddd",2022
17,"Eddie Micheletti",36,155,136,18,32,8,2,2,21,0,0,16,16,0.235,0.316,0.368,0.684,50,NA,1,0,2,0,NA,"053aeddd",2022
18,"Charlie Pagliarini",41,152,119,20,23,3,1,4,22,2,1,28,54,0.193,0.351,0.336,0.687,40,NA,2,1,2,1,NA,"053aeddd",2022
19,"Johnny Piacentino",4,18,15,2,3,1,0,0,1,0,0,3,8,0.2,0.333,0.267,0.6,4,NA,0,0,0,0,NA,"053aeddd",2022
20,"Ray Sass",5,17,11,3,0,0,0,0,0,1,3,6,4,0,0.353,0,0.353,0,NA,0,0,0,0,NA,"053aeddd",2022
21,"Cole Singsank",5,20,19,2,5,0,0,0,3,1,0,0,3,0.263,0.3,0.263,0.563,5,NA,1,0,0,0,NA,"053aeddd",2022
22,"Anthony Steele",4,11,7,1,0,0,0,0,0,0,0,2,2,0,0.364,0,0.364,0,NA,2,0,0,0,NA,"053aeddd",2022
23,"Jordan Sweeney",2,8,7,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,NA,0,0,1,0,NA,"053aeddd",2022
1,"Ty Acker",4,10,7,2,2,0,0,0,1,0,0,2,2,0.286,0.4,0.286,0.686,2,NA,0,0,1,0,NA,"4f9e4350",2023
2,"Gio Colasante",32,129,110,21,28,3,2,1,11,8,1,17,37,0.255,0.357,0.346,0.702,38,NA,1,0,1,0,NA,"4f9e4350",2023
3,"Demitri Diamant",36,110,93,14,27,5,0,2,16,1,0,7,26,0.29,0.376,0.409,0.785,38,NA,7,1,2,0,NA,"4f9e4350",2023
4,"Xavier Esquer",12,45,39,4,7,1,0,1,4,1,3,4,9,0.18,0.267,0.282,0.549,11,NA,1,0,1,0,NA,"4f9e4350",2023
5,"Dennis Gamester",2,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,NA,0,0,0,0,NA,"4f9e4350",2023
6,"Nathan Hall",30,132,117,20,33,7,4,3,18,9,2,11,27,0.282,0.341,0.487,0.828,57,NA,1,0,3,0,NA,"4f9e4350",2023
